TREAT;LENGTH;NO_R;REPLICATE;PATCH;WEEK;AFEMA
16_NO_5;16;NO;5;1.3;16;0
16_NO_5;16;NO;5;2.1;16;25
16_NO_5;16;NO;5;2.2;16;0
16_NO_5;16;NO;5;2.3;16;10
16_NO_5;16;NO;5;3.1;16;19
16_NO_5;16;NO;5;3.2;16;29
16_NO_5;16;NO;5;3.3;16;14
16_R_1;16;R;1;1.1;16;44
16_R_1;16;R;1;1.2;16;0
16_R_1;16;R;1;1.3;16;5
16_R_1;16;R;1;2.1;16;0
16_R_1;16;R;1;2.2;16;14
16_R_1;16;R;1;2.3;16;34
16_R_1;16;R;1;3.1;16;25
16_R_1;16;R;1;3.2;16;33
16_R_1;16;R;1;3.3;16;28
16_R_2;16;R;2;1.1;16;6
16_R_2;16;R;2;1.2;16;2
16_R_2;16;R;2;1.3;16;25
16_R_2;16;R;2;2.1;16;10
16_R_2;16;R;2;2.2;16;33
16_R_2;16;R;2;2.3;16;12
16_R_2;16;R;2;3.1;16;43
16_R_2;16;R;2;3.2;16;29
16_R_2;16;R;2;3.3;16;55
16_R_3;16;R;3;1.1;16;47
16_R_3;16;R;3;1.2;16;57
16_R_3;16;R;3;1.3;16;41
16_R_3;16;R;3;2.1;16;17
16_R_3;16;R;3;2.2;16;108
16_R_3;16;R;3;2.3;16;77
16_R_3;16;R;3;3.1;16;30
16_R_3;16;R;3;3.2;16;41
16_R_3;16;R;3;3.3;16;30
4_NO_1;4;NO;1;1.1;16;4
4_NO_1;4;NO;1;1.2;16;7
4_NO_1;4;NO;1;1.3;16;9
4_NO_1;4;NO;1;2.1;16;13
4_NO_1;4;NO;1;2.2;16;9
4_NO_1;4;NO;1;2.3;16;10
4_NO_1;4;NO;1;3.1;16;35
4_NO_1;4;NO;1;3.2;16;16
4_NO_1;4;NO;1;3.3;16;12
4_NO_2;4;NO;2;1.1;16;43
4_NO_2;4;NO;2;1.2;16;14
4_NO_2;4;NO;2;1.3;16;7
4_NO_2;4;NO;2;2.1;16;6
4_NO_2;4;NO;2;2.2;16;7
4_NO_2;4;NO;2;2.3;16;1
4_NO_2;4;NO;2;3.1;16;6
4_NO_2;4;NO;2;3.2;16;8
4_NO_2;4;NO;2;3.3;16;2
4_NO_3;4;NO;3;1.1;16;41
4_NO_3;4;NO;3;1.2;16;14
4_NO_3;4;NO;3;1.3;16;9
4_NO_3;4;NO;3;2.1;16;7
4_NO_3;4;NO;3;2.2;16;18
4_NO_3;4;NO;3;2.3;16;52
4_NO_3;4;NO;3;3.1;16;56
4_NO_3;4;NO;3;3.2;16;14
4_NO_3;4;NO;3;3.3;16;59
4_NO_4;4;NO;4;1.1;16;15
4_NO_4;4;NO;4;1.2;16;34
4_NO_4;4;NO;4;1.3;16;27
4_NO_4;4;NO;4;2.1;16;17
4_NO_4;4;NO;4;2.2;16;12
4_NO_4;4;NO;4;2.3;16;23
4_NO_4;4;NO;4;3.1;16;48
4_NO_4;4;NO;4;3.2;16;9
4_NO_4;4;NO;4;3.3;16;14
4_NO_5;4;NO;5;1.1;16;0
4_NO_5;4;NO;5;1.2;16;14
4_NO_5;4;NO;5;1.3;16;15
4_NO_5;4;NO;5;2.1;16;8
4_NO_5;4;NO;5;2.2;16;1
4_NO_5;4;NO;5;2.3;16;27
4_NO_5;4;NO;5;3.1;16;14
4_NO_5;4;NO;5;3.2;16;1
4_NO_5;4;NO;5;3.3;16;2
4_R_1;4;R;1;1.1;16;15
4_R_1;4;R;1;1.2;16;12
4_R_1;4;R;1;1.3;16;24
4_R_1;4;R;1;2.1;16;12
4_R_1;4;R;1;2.2;16;3
4_R_1;4;R;1;2.3;16;15
4_R_1;4;R;1;3.1;16;17
4_R_1;4;R;1;3.2;16;12
4_R_1;4;R;1;3.3;16;26
4_R_2;4;R;2;1.1;16;15
4_R_2;4;R;2;1.2;16;12
4_R_2;4;R;2;1.3;16;13
4_R_2;4;R;2;2.1;16;33
4_R_2;4;R;2;2.2;16;33
4_R_2;4;R;2;2.3;16;17
4_R_2;4;R;2;3.1;16;35
4_R_2;4;R;2;3.2;16;22
4_R_2;4;R;2;3.3;16;10
4_R_3;4;R;3;1.1;16;47
4_R_3;4;R;3;1.2;16;18
4_R_3;4;R;3;1.3;16;2
4_R_3;4;R;3;2.1;16;11
4_R_3;4;R;3;2.2;16;29
4_R_3;4;R;3;2.3;16;8
4_R_3;4;R;3;3.1;16;13
4_R_3;4;R;3;3.2;16;0
4_R_3;4;R;3;3.3;16;12
8_NO_1;8;NO;1;1.1;16;2
8_NO_1;8;NO;1;1.2;16;0
8_NO_1;8;NO;1;1.3;16;0
8_NO_1;8;NO;1;2.1;16;28
8_NO_1;8;NO;1;2.2;16;2
8_NO_1;8;NO;1;2.3;16;5
8_NO_1;8;NO;1;3.1;16;3
8_NO_1;8;NO;1;3.2;16;7
8_NO_1;8;NO;1;3.3;16;13
8_NO_2;8;NO;2;1.1;16;40
8_NO_2;8;NO;2;1.2;16;36
8_NO_2;8;NO;2;1.3;16;24
8_NO_2;8;NO;2;2.1;16;6
8_NO_2;8;NO;2;2.2;16;2
8_NO_2;8;NO;2;2.3;16;66
8_NO_2;8;NO;2;3.1;16;26
8_NO_2;8;NO;2;3.2;16;3
8_NO_2;8;NO;2;3.3;16;15
8_NO_3;8;NO;3;1.1;16;17
8_NO_3;8;NO;3;1.2;16;0
8_NO_3;8;NO;3;1.3;16;15
8_NO_3;8;NO;3;2.1;16;35
8_NO_3;8;NO;3;2.2;16;3
8_NO_3;8;NO;3;2.3;16;17
8_NO_3;8;NO;3;3.1;16;3
8_NO_3;8;NO;3;3.2;16;2
8_NO_3;8;NO;3;3.3;16;2
8_NO_4;8;NO;4;1.1;16;2
8_NO_4;8;NO;4;1.2;16;0
8_NO_4;8;NO;4;1.3;16;2
8_NO_4;8;NO;4;2.1;16;0
8_NO_4;8;NO;4;2.2;16;4
8_NO_4;8;NO;4;2.3;16;4
8_NO_4;8;NO;4;3.1;16;2
8_NO_4;8;NO;4;3.2;16;16
8_NO_4;8;NO;4;3.3;16;21
8_NO_5;8;NO;5;1.1;16;1
8_NO_5;8;NO;5;1.2;16;46
8_NO_5;8;NO;5;1.3;16;98
8_NO_5;8;NO;5;2.1;16;11
8_NO_5;8;NO;5;2.2;16;3
8_NO_5;8;NO;5;2.3;16;1
8_NO_5;8;NO;5;3.1;16;36
8_NO_5;8;NO;5;3.2;16;2
8_NO_5;8;NO;5;3.3;16;1
8_R_1;8;R;1;1.1;16;1
8_R_1;8;R;1;1.2;16;3
8_R_1;8;R;1;1.3;16;9
8_R_1;8;R;1;2.1;16;2
8_R_1;8;R;1;2.2;16;3
8_R_1;8;R;1;2.3;16;2
8_R_1;8;R;1;3.1;16;3
8_R_1;8;R;1;3.2;16;13
8_R_1;8;R;1;3.3;16;9
8_R_2;8;R;2;1.1;16;30
8_R_2;8;R;2;1.2;16;17
8_R_2;8;R;2;1.3;16;11
8_R_2;8;R;2;2.1;16;37
8_R_2;8;R;2;2.2;16;19
8_R_2;8;R;2;2.3;16;25
8_R_2;8;R;2;3.1;16;16
8_R_2;8;R;2;3.2;16;9
8_R_2;8;R;2;3.3;16;7
8_R_3;8;R;3;1.1;16;12
8_R_3;8;R;3;1.2;16;9
8_R_3;8;R;3;1.3;16;6
8_R_3;8;R;3;2.1;16;36
8_R_3;8;R;3;2.2;16;16
8_R_3;8;R;3;2.3;16;4
8_R_3;8;R;3;3.1;16;16
8_R_3;8;R;3;3.2;16;112
8_R_3;8;R;3;3.3;16;45
16_NO_1;16;NO;1;1.1;17;26
16_NO_1;16;NO;1;1.2;17;29
16_NO_1;16;NO;1;1.3;17;10
16_NO_1;16;NO;1;2.1;17;6
16_NO_1;16;NO;1;2.2;17;11
16_NO_1;16;NO;1;2.3;17;4
16_NO_1;16;NO;1;3.1;17;19
16_NO_1;16;NO;1;3.2;17;27
16_NO_1;16;NO;1;3.3;17;2
16_NO_2;16;NO;2;1.1;17;3
16_NO_2;16;NO;2;1.2;17;5
16_NO_2;16;NO;2;1.3;17;3
16_NO_2;16;NO;2;2.1;17;1
16_NO_2;16;NO;2;2.2;17;11
16_NO_2;16;NO;2;2.3;17;11
16_NO_2;16;NO;2;3.1;17;1
16_NO_2;16;NO;2;3.2;17;7
16_NO_2;16;NO;2;3.3;17;19
16_NO_3;16;NO;3;1.1;17;101
16_NO_3;16;NO;3;1.2;17;57
16_NO_3;16;NO;3;1.3;17;49
16_NO_3;16;NO;3;2.1;17;77
16_NO_3;16;NO;3;2.2;17;10
16_NO_3;16;NO;3;2.3;17;65
16_NO_3;16;NO;3;3.1;17;18
16_NO_3;16;NO;3;3.2;17;225
16_NO_3;16;NO;3;3.3;17;55
16_NO_4;16;NO;4;1.1;17;4
16_NO_4;16;NO;4;1.2;17;21
16_NO_4;16;NO;4;1.3;17;23
16_NO_4;16;NO;4;2.1;17;7
16_NO_4;16;NO;4;2.2;17;11
16_NO_4;16;NO;4;2.3;17;40
16_NO_4;16;NO;4;3.1;17;21
16_NO_4;16;NO;4;3.2;17;48
16_NO_4;16;NO;4;3.3;17;1
16_NO_5;16;NO;5;1.1;17;28
16_NO_5;16;NO;5;1.2;17;4
16_NO_5;16;NO;5;1.3;17;108
16_NO_5;16;NO;5;2.1;17;14
16_NO_5;16;NO;5;2.2;17;96
16_NO_5;16;NO;5;2.3;17;12
16_NO_5;16;NO;5;3.1;17;16
16_NO_5;16;NO;5;3.2;17;7
16_NO_5;16;NO;5;3.3;17;38
16_R_1;16;R;1;1.1;17;68
16_R_1;16;R;1;1.2;17;1
16_R_1;16;R;1;1.3;17;25
16_R_1;16;R;1;2.1;17;7
16_R_1;16;R;1;2.2;17;2
16_R_1;16;R;1;2.3;17;2
16_R_1;16;R;1;3.1;17;0
16_R_1;16;R;1;3.2;17;37
16_R_1;16;R;1;3.3;17;2
16_R_2;16;R;2;1.1;17;45
16_R_2;16;R;2;1.2;17;7
16_R_2;16;R;2;1.3;17;14
16_R_2;16;R;2;2.1;17;33
16_R_2;16;R;2;2.2;17;21
16_R_2;16;R;2;2.3;17;33
16_R_2;16;R;2;3.1;17;14
16_R_2;16;R;2;3.2;17;23
16_R_2;16;R;2;3.3;17;44
16_R_3;16;R;3;1.1;17;17
16_R_3;16;R;3;1.2;17;14
16_R_3;16;R;3;1.3;17;20
16_R_3;16;R;3;2.1;17;51
16_R_3;16;R;3;2.2;17;72
16_R_3;16;R;3;2.3;17;41
16_R_3;16;R;3;3.1;17;38
16_R_3;16;R;3;3.2;17;24
16_R_3;16;R;3;3.3;17;24
4_NO_1;4;NO;1;1.1;17;0
4_NO_1;4;NO;1;1.2;17;21
4_NO_1;4;NO;1;1.3;17;0
4_NO_1;4;NO;1;2.1;17;113
4_NO_1;4;NO;1;2.2;17;97
4_NO_1;4;NO;1;2.3;17;18
4_NO_1;4;NO;1;3.1;17;57
4_NO_1;4;NO;1;3.2;17;226
4_NO_1;4;NO;1;3.3;17;27
4_NO_2;4;NO;2;1.1;17;49
4_NO_2;4;NO;2;1.2;17;6
4_NO_2;4;NO;2;1.3;17;4
4_NO_2;4;NO;2;2.1;17;21
4_NO_2;4;NO;2;2.2;17;12
4_NO_2;4;NO;2;2.3;17;5
4_NO_2;4;NO;2;3.1;17;20
4_NO_2;4;NO;2;3.2;17;4
4_NO_2;4;NO;2;3.3;17;5
4_NO_3;4;NO;3;1.1;17;50
4_NO_3;4;NO;3;1.2;17;15
4_NO_3;4;NO;3;1.3;17;10
4_NO_3;4;NO;3;2.1;17;105
4_NO_3;4;NO;3;2.2;17;62
4_NO_3;4;NO;3;2.3;17;17
4_NO_3;4;NO;3;3.1;17;20
4_NO_3;4;NO;3;3.2;17;48
4_NO_3;4;NO;3;3.3;17;5
4_NO_4;4;NO;4;1.1;17;51
4_NO_4;4;NO;4;1.2;17;21
4_NO_4;4;NO;4;1.3;17;2
4_NO_4;4;NO;4;2.1;17;1
4_NO_4;4;NO;4;2.2;17;4
4_NO_4;4;NO;4;2.3;17;3
4_NO_4;4;NO;4;3.1;17;14
4_NO_4;4;NO;4;3.2;17;6
4_NO_4;4;NO;4;3.3;17;52
4_NO_5;4;NO;5;1.1;17;64
4_NO_5;4;NO;5;1.2;17;6
4_NO_5;4;NO;5;1.3;17;2
4_NO_5;4;NO;5;2.1;17;0
4_NO_5;4;NO;5;2.2;17;3
4_NO_5;4;NO;5;2.3;17;1
4_NO_5;4;NO;5;3.1;17;0
4_NO_5;4;NO;5;3.2;17;11
4_NO_5;4;NO;5;3.3;17;3
4_R_1;4;R;1;1.1;17;12
4_R_1;4;R;1;1.2;17;12
4_R_1;4;R;1;1.3;17;10
4_R_1;4;R;1;2.1;17;17
4_R_1;4;R;1;2.2;17;18
4_R_1;4;R;1;2.3;17;10
4_R_1;4;R;1;3.1;17;14
4_R_1;4;R;1;3.2;17;9
4_R_1;4;R;1;3.3;17;6
4_R_2;4;R;2;1.1;17;31
4_R_2;4;R;2;1.2;17;60
4_R_2;4;R;2;1.3;17;5
4_R_2;4;R;2;2.1;17;14
4_R_2;4;R;2;2.2;17;12
4_R_2;4;R;2;2.3;17;17
4_R_2;4;R;2;3.1;17;17
4_R_2;4;R;2;3.2;17;10
4_R_2;4;R;2;3.3;17;159
4_R_3;4;R;3;1.1;17;26
4_R_3;4;R;3;1.2;17;17
4_R_3;4;R;3;1.3;17;26
4_R_3;4;R;3;2.1;17;21
4_R_3;4;R;3;2.2;17;3
4_R_3;4;R;3;2.3;17;15
4_R_3;4;R;3;3.1;17;7
4_R_3;4;R;3;3.2;17;11
4_R_3;4;R;3;3.3;17;5
8_NO_1;8;NO;1;1.1;17;33
8_NO_1;8;NO;1;1.2;17;161
8_NO_1;8;NO;1;1.3;17;45
8_NO_1;8;NO;1;2.1;17;22
8_NO_1;8;NO;1;2.2;17;41
8_NO_1;8;NO;1;2.3;17;68
8_NO_1;8;NO;1;3.1;17;35
8_NO_1;8;NO;1;3.2;17;21
8_NO_1;8;NO;1;3.3;17;18
8_NO_2;8;NO;2;1.1;17;4
8_NO_2;8;NO;2;1.2;17;45
8_NO_2;8;NO;2;1.3;17;33
8_NO_2;8;NO;2;2.1;17;72
8_NO_2;8;NO;2;2.2;17;87
8_NO_2;8;NO;2;2.3;17;3
8_NO_2;8;NO;2;3.1;17;2
8_NO_2;8;NO;2;3.2;17;40
8_NO_2;8;NO;2;3.3;17;26
8_NO_3;8;NO;3;1.1;17;34
8_NO_3;8;NO;3;1.2;17;3
8_NO_3;8;NO;3;1.3;17;9
8_NO_3;8;NO;3;2.1;17;14
8_NO_3;8;NO;3;2.2;17;78
8_NO_3;8;NO;3;2.3;17;28
8_NO_3;8;NO;3;3.1;17;26
8_NO_3;8;NO;3;3.2;17;20
8_NO_3;8;NO;3;3.3;17;9
8_NO_4;8;NO;4;1.1;17;52
8_NO_4;8;NO;4;1.2;17;73
8_NO_4;8;NO;4;1.3;17;62
8_NO_4;8;NO;4;2.1;17;40
8_NO_4;8;NO;4;2.2;17;72
8_NO_4;8;NO;4;2.3;17;101
8_NO_4;8;NO;4;3.1;17;50
8_NO_4;8;NO;4;3.2;17;62
8_NO_4;8;NO;4;3.3;17;1
8_NO_5;8;NO;5;1.1;17;99
8_NO_5;8;NO;5;1.2;17;20
8_NO_5;8;NO;5;1.3;17;4
8_NO_5;8;NO;5;2.1;17;38
8_NO_5;8;NO;5;2.2;17;40
8_NO_5;8;NO;5;2.3;17;51
8_NO_5;8;NO;5;3.1;17;56
8_NO_5;8;NO;5;3.2;17;78
8_NO_5;8;NO;5;3.3;17;54
8_R_1;8;R;1;1.1;17;5
8_R_1;8;R;1;1.2;17;3
8_R_1;8;R;1;1.3;17;2
8_R_1;8;R;1;2.1;17;0
8_R_1;8;R;1;2.2;17;8
8_R_1;8;R;1;2.3;17;2
8_R_1;8;R;1;3.1;17;1
8_R_1;8;R;1;3.2;17;1
8_R_1;8;R;1;3.3;17;4
8_R_2;8;R;2;1.1;17;17
8_R_2;8;R;2;1.2;17;6
8_R_2;8;R;2;1.3;17;28
8_R_2;8;R;2;2.1;17;21
8_R_2;8;R;2;2.2;17;24
8_R_2;8;R;2;2.3;17;22
8_R_2;8;R;2;3.1;17;13
8_R_2;8;R;2;3.2;17;8
8_R_2;8;R;2;3.3;17;37
8_R_3;8;R;3;1.1;17;19
8_R_3;8;R;3;1.2;17;1
8_R_3;8;R;3;1.3;17;28
8_R_3;8;R;3;2.1;17;63
8_R_3;8;R;3;2.2;17;48
8_R_3;8;R;3;2.3;17;3
8_R_3;8;R;3;3.1;17;3
8_R_3;8;R;3;3.2;17;39
8_R_3;8;R;3;3.3;17;18
16_NO_1;16;NO;1;1.1;18;4
16_NO_1;16;NO;1;1.2;18;10
16_NO_1;16;NO;1;1.3;18;3
16_NO_1;16;NO;1;2.1;18;31
16_NO_1;16;NO;1;2.2;18;5
16_NO_1;16;NO;1;2.3;18;0
16_NO_1;16;NO;1;3.1;18;67
16_NO_1;16;NO;1;3.2;18;22
16_NO_1;16;NO;1;3.3;18;20
16_NO_2;16;NO;2;1.1;18;15
16_NO_2;16;NO;2;1.2;18;9
16_NO_2;16;NO;2;1.3;18;3
16_NO_2;16;NO;2;2.1;18;32
16_NO_2;16;NO;2;2.2;18;5
16_NO_2;16;NO;2;2.3;18;7
16_NO_2;16;NO;2;3.1;18;4
16_NO_2;16;NO;2;3.2;18;11
16_NO_2;16;NO;2;3.3;18;20
16_NO_3;16;NO;3;1.1;18;22
16_NO_3;16;NO;3;1.2;18;85
16_NO_3;16;NO;3;1.3;18;9
16_NO_3;16;NO;3;2.1;18;28
16_NO_3;16;NO;3;2.2;18;16
16_NO_3;16;NO;3;2.3;18;60
16_NO_3;16;NO;3;3.1;18;67
16_NO_3;16;NO;3;3.2;18;21
16_NO_3;16;NO;3;3.3;18;57
16_NO_4;16;NO;4;1.1;18;10
16_NO_4;16;NO;4;1.2;18;7
16_NO_4;16;NO;4;1.3;18;8
16_NO_4;16;NO;4;2.1;18;3
16_NO_4;16;NO;4;2.2;18;11
16_NO_4;16;NO;4;2.3;18;43
16_NO_4;16;NO;4;3.1;18;24
16_NO_4;16;NO;4;3.2;18;23
16_NO_4;16;NO;4;3.3;18;1
16_NO_5;16;NO;5;1.1;18;2
16_NO_5;16;NO;5;1.2;18;64
16_NO_5;16;NO;5;1.3;18;80
16_NO_5;16;NO;5;2.1;18;5
16_NO_5;16;NO;5;2.2;18;6
16_NO_5;16;NO;5;2.3;18;0
16_NO_5;16;NO;5;3.1;18;0
16_NO_5;16;NO;5;3.2;18;15
16_NO_5;16;NO;5;3.3;18;1
16_R_1;16;R;1;1.1;18;0
16_R_1;16;R;1;1.2;18;49
16_R_1;16;R;1;1.3;18;3
16_R_1;16;R;1;2.1;18;0
16_R_1;16;R;1;2.2;18;15
16_R_1;16;R;1;2.3;18;11
16_R_1;16;R;1;3.1;18;15
16_R_1;16;R;1;3.2;18;0
16_R_1;16;R;1;3.3;18;12
16_R_2;16;R;2;1.1;18;14
16_R_2;16;R;2;1.2;18;34
16_R_2;16;R;2;1.3;18;2
16_R_2;16;R;2;2.1;18;16
16_R_2;16;R;2;2.2;18;9
16_R_2;16;R;2;2.3;18;7
16_R_2;16;R;2;3.1;18;9
16_R_2;16;R;2;3.2;18;5
16_R_2;16;R;2;3.3;18;4
16_R_3;16;R;3;1.1;18;64
16_R_3;16;R;3;1.2;18;95
16_R_3;16;R;3;1.3;18;6
16_R_3;16;R;3;2.1;18;86
16_R_3;16;R;3;2.2;18;11
16_R_3;16;R;3;2.3;18;21
16_R_3;16;R;3;3.1;18;23
16_R_3;16;R;3;3.2;18;35
16_R_3;16;R;3;3.3;18;26
4_NO_1;4;NO;1;1.1;18;85
4_NO_1;4;NO;1;1.2;18;39
4_NO_1;4;NO;1;1.3;18;20
4_NO_1;4;NO;1;2.1;18;19
4_NO_1;4;NO;1;2.2;18;10
4_NO_1;4;NO;1;2.3;18;14
4_NO_1;4;NO;1;3.1;18;19
4_NO_1;4;NO;1;3.2;18;6
4_NO_1;4;NO;1;3.3;18;18
4_NO_2;4;NO;2;1.1;18;5
4_NO_2;4;NO;2;1.2;18;24
4_NO_2;4;NO;2;1.3;18;7
4_NO_2;4;NO;2;2.1;18;9
4_NO_2;4;NO;2;2.2;18;4
4_NO_2;4;NO;2;2.3;18;11
4_NO_2;4;NO;2;3.1;18;19
4_NO_2;4;NO;2;3.2;18;18
4_NO_2;4;NO;2;3.3;18;15
4_NO_3;4;NO;3;1.1;18;28
4_NO_3;4;NO;3;1.2;18;25
4_NO_3;4;NO;3;1.3;18;78
4_NO_3;4;NO;3;2.1;18;6
4_NO_3;4;NO;3;2.2;18;33
4_NO_3;4;NO;3;2.3;18;10
4_NO_3;4;NO;3;3.1;18;24
4_NO_3;4;NO;3;3.2;18;19
4_NO_3;4;NO;3;3.3;18;65
4_NO_4;4;NO;4;1.1;18;23
4_NO_4;4;NO;4;1.2;18;25
4_NO_4;4;NO;4;1.3;18;26
4_NO_4;4;NO;4;2.1;18;7
4_NO_4;4;NO;4;2.2;18;12
4_NO_4;4;NO;4;2.3;18;27
4_NO_4;4;NO;4;3.1;18;19
4_NO_4;4;NO;4;3.2;18;21
4_NO_4;4;NO;4;3.3;18;25
4_NO_5;4;NO;5;1.1;18;0
4_NO_5;4;NO;5;1.2;18;23
4_NO_5;4;NO;5;1.3;18;32
4_NO_5;4;NO;5;2.1;18;3
4_NO_5;4;NO;5;2.2;18;22
4_NO_5;4;NO;5;2.3;18;17
4_NO_5;4;NO;5;3.1;18;125
4_NO_5;4;NO;5;3.2;18;3
4_NO_5;4;NO;5;3.3;18;2
4_R_1;4;R;1;1.1;18;2
4_R_1;4;R;1;1.2;18;6
4_R_1;4;R;1;1.3;18;2
4_R_1;4;R;1;2.1;18;10
4_R_1;4;R;1;2.2;18;6
4_R_1;4;R;1;2.3;18;3
4_R_1;4;R;1;3.1;18;4
4_R_1;4;R;1;3.2;18;10
4_R_1;4;R;1;3.3;18;1
4_R_2;4;R;2;1.1;18;78
4_R_2;4;R;2;1.2;18;2
4_R_2;4;R;2;1.3;18;27
4_R_2;4;R;2;2.1;18;7
4_R_2;4;R;2;2.2;18;22
4_R_2;4;R;2;2.3;18;9
4_R_2;4;R;2;3.1;18;6
4_R_2;4;R;2;3.2;18;6
4_R_2;4;R;2;3.3;18;3
4_R_3;4;R;3;1.1;18;5
4_R_3;4;R;3;1.2;18;26
4_R_3;4;R;3;1.3;18;12
4_R_3;4;R;3;2.1;18;25
4_R_3;4;R;3;2.2;18;5
4_R_3;4;R;3;2.3;18;33
4_R_3;4;R;3;3.1;18;17
4_R_3;4;R;3;3.2;18;26
4_R_3;4;R;3;3.3;18;14
8_NO_1;8;NO;1;1.1;18;36
8_NO_1;8;NO;1;1.2;18;19
8_NO_1;8;NO;1;1.3;18;10
8_NO_1;8;NO;1;2.1;18;20
8_NO_1;8;NO;1;2.2;18;23
8_NO_1;8;NO;1;2.3;18;20
8_NO_1;8;NO;1;3.1;18;29
8_NO_1;8;NO;1;3.2;18;22
8_NO_1;8;NO;1;3.3;18;25
8_NO_2;8;NO;2;1.1;18;2
8_NO_2;8;NO;2;1.2;18;19
8_NO_2;8;NO;2;1.3;18;4
8_NO_2;8;NO;2;2.1;18;0
8_NO_2;8;NO;2;2.2;18;12
8_NO_2;8;NO;2;2.3;18;3
8_NO_2;8;NO;2;3.1;18;3
8_NO_2;8;NO;2;3.2;18;2
8_NO_2;8;NO;2;3.3;18;0
8_NO_3;8;NO;3;1.1;18;0
8_NO_3;8;NO;3;1.2;18;8
8_NO_3;8;NO;3;1.3;18;15
8_NO_3;8;NO;3;2.1;18;3
8_NO_3;8;NO;3;2.2;18;0
8_NO_3;8;NO;3;2.3;18;10
8_NO_3;8;NO;3;3.1;18;19
8_NO_3;8;NO;3;3.2;18;43
8_NO_3;8;NO;3;3.3;18;22
8_NO_4;8;NO;4;1.1;18;20
8_NO_4;8;NO;4;1.2;18;6
8_NO_4;8;NO;4;1.3;18;22
8_NO_4;8;NO;4;2.1;18;14
8_NO_4;8;NO;4;2.2;18;12
8_NO_4;8;NO;4;2.3;18;8
8_NO_4;8;NO;4;3.1;18;5
8_NO_4;8;NO;4;3.2;18;24
8_NO_4;8;NO;4;3.3;18;14
8_NO_5;8;NO;5;1.1;18;25
8_NO_5;8;NO;5;1.2;18;19
8_NO_5;8;NO;5;1.3;18;15
8_NO_5;8;NO;5;2.1;18;36
8_NO_5;8;NO;5;2.2;18;12
8_NO_5;8;NO;5;2.3;18;75
8_NO_5;8;NO;5;3.1;18;9
8_NO_5;8;NO;5;3.2;18;10
8_NO_5;8;NO;5;3.3;18;10
8_R_1;8;R;1;1.1;18;11
8_R_1;8;R;1;1.2;18;4
8_R_1;8;R;1;1.3;18;14
8_R_1;8;R;1;2.1;18;4
8_R_1;8;R;1;2.2;18;2
8_R_1;8;R;1;2.3;18;2
8_R_1;8;R;1;3.1;18;5
8_R_1;8;R;1;3.2;18;1
8_R_1;8;R;1;3.3;18;4
8_R_2;8;R;2;1.1;18;11
8_R_2;8;R;2;1.2;18;47
8_R_2;8;R;2;1.3;18;13
8_R_2;8;R;2;2.1;18;8
8_R_2;8;R;2;2.2;18;5
8_R_2;8;R;2;2.3;18;3
8_R_2;8;R;2;3.1;18;1
8_R_2;8;R;2;3.2;18;6
8_R_2;8;R;2;3.3;18;16
8_R_3;8;R;3;1.1;18;15
8_R_3;8;R;3;1.2;18;26
8_R_3;8;R;3;1.3;18;8
8_R_3;8;R;3;2.1;18;7
8_R_3;8;R;3;2.2;18;3
8_R_3;8;R;3;2.3;18;9
8_R_3;8;R;3;3.1;18;5
8_R_3;8;R;3;3.2;18;5
8_R_3;8;R;3;3.3;18;35
16_NO_1;16;NO;1;1.1;19;27
16_NO_1;16;NO;1;1.2;19;33
16_NO_1;16;NO;1;1.3;19;73
16_NO_1;16;NO;1;2.1;19;3
16_NO_1;16;NO;1;2.2;19;4
16_NO_1;16;NO;1;2.3;19;32
16_NO_1;16;NO;1;3.1;19;9
16_NO_1;16;NO;1;3.2;19;8
16_NO_1;16;NO;1;3.3;19;70
16_NO_2;16;NO;2;1.1;19;8
16_NO_2;16;NO;2;1.2;19;15
16_NO_2;16;NO;2;1.3;19;6
16_NO_2;16;NO;2;2.1;19;4
16_NO_2;16;NO;2;2.2;19;13
16_NO_2;16;NO;2;2.3;19;46
16_NO_2;16;NO;2;3.1;19;6
16_NO_2;16;NO;2;3.2;19;5
16_NO_2;16;NO;2;3.3;19;44
16_NO_3;16;NO;3;1.1;19;95
16_NO_3;16;NO;3;1.2;19;2
16_NO_3;16;NO;3;1.3;19;23
16_NO_3;16;NO;3;2.1;19;13
16_NO_3;16;NO;3;2.2;19;8
16_NO_3;16;NO;3;2.3;19;61
16_NO_3;16;NO;3;3.1;19;63
16_NO_3;16;NO;3;3.2;19;0
16_NO_3;16;NO;3;3.3;19;32
16_NO_4;16;NO;4;1.1;19;19
16_NO_4;16;NO;4;1.2;19;6
16_NO_4;16;NO;4;1.3;19;0
16_NO_4;16;NO;4;2.1;19;24
16_NO_4;16;NO;4;2.2;19;9
16_NO_4;16;NO;4;2.3;19;3
16_NO_4;16;NO;4;3.1;19;3
16_NO_4;16;NO;4;3.2;19;16
16_NO_4;16;NO;4;3.3;19;19
16_NO_5;16;NO;5;1.1;19;20
16_NO_5;16;NO;5;1.2;19;50
16_NO_5;16;NO;5;1.3;19;2
16_NO_5;16;NO;5;2.1;19;11
16_NO_5;16;NO;5;2.2;19;10
16_NO_5;16;NO;5;2.3;19;128
16_NO_5;16;NO;5;3.1;19;161
16_NO_5;16;NO;5;3.2;19;24
16_NO_5;16;NO;5;3.3;19;126
16_R_1;16;R;1;1.1;19;75
